,ds,y
113440,2019-03-02,-443
153645,2019-03-03,-442
132165,2019-03-04,-451
132324,2019-03-05,-437
87153,2019-03-06,-424
132146,2019-03-07,-413
153600,2019-03-08,-403
152633,2019-03-09,-396
164073,2019-03-10,-396
6847,2019-03-11,-394
153691,2019-03-12,-390
156950,2019-03-13,-384
156946,2019-03-14,-371
52029,2019-03-15,-357
134023,2019-03-16,-350
129116,2019-03-17,-350
132063,2019-03-18,-351
153964,2019-03-19,-346
70053,2019-03-20,-344
77172,2019-03-21,-340
153822,2019-03-22,-340
164091,2019-03-23,-339
164058,2019-03-24,-339
164081,2019-03-25,-339
86539,2019-03-26,-325
61551,2019-03-27,-325
31008,2019-03-28,-324
156986,2019-03-29,-316
156995,2019-03-30,-312
110455,2019-03-31,-312
132320,2019-04-01,-312
36628,2019-04-02,-310
110166,2019-04-03,-279
153141,2019-04-04,-271
110153,2019-04-05,-311
31000,2019-04-06,-310
109511,2019-04-07,-309
104303,2019-04-08,-315
147854,2019-04-09,-290
128809,2019-04-10,-283
125195,2019-04-11,-296
139401,2019-04-12,-295
147312,2019-04-14,-293
139378,2019-04-15,-292
153885,2019-04-16,-290
66967,2019-04-17,-283
